157.0.0.0,157.0.255.255,AS,CN,Jiangsu,"Xuzhou (Pizhou Shi)",34.3388,118.014
157.32.79.0,157.32.80.71,AS,IN,Maharashtra,"Navi Mumbai",19.1299,73.0147
157.32.80.72,157.32.80.231,AS,IN,Gujarat,Ahmedabad,23.0258,72.5873
157.32.80.232,157.32.81.255,AS,IN,Maharashtra,"Navi Mumbai",19.1299,73.0147
157.32.82.0,157.32.82.255,AS,IN,Gujarat,Ahmedabad,23.0258,72.5873
157.32.83.0,157.32.83.255,AS,IN,Gujarat,Kapadvanj,23.023,73.0711
157.32.84.0,157.32.84.191,AS,IN,Gujarat,Vadodara,22.2994,73.2081
157.32.84.192,157.32.86.255,AS,IN,Gujarat,Surat,21.1959,72.8302
157.32.87.0,157.32.88.127,AS,IN,Maharashtra,"Navi Mumbai",19.1299,73.0147
157.32.88.128,157.32.88.255,AS,IN,Gujarat,Adalaj,23.1645,72.5811
157.32.89.0,157.32.89.255,AS,IN,Gujarat,Surat,21.1959,72.8302
157.32.90.0,157.32.91.127,AS,IN,Maharashtra,"Navi Mumbai",19.1299,73.0147
157.32.91.128,157.32.91.159,AS,IN,Gujarat,Ahmedabad,23.0258,72.5873
157.32.91.160,157.32.92.255,AS,IN,Maharashtra,"Navi Mumbai",19.1299,73.0147
157.32.93.0,157.32.93.255,AS,IN,Gujarat,Kapadvanj,23.023,73.0711
157.32.94.0,157.32.95.15,AS,IN,Maharashtra,"Navi Mumbai",19.1299,73.0147
157.32.95.16,157.32.95.231,AS,IN,Gujarat,Surat,21.1959,72.8302
157.32.95.232,157.32.96.255,AS,IN,Maharashtra,"Navi Mumbai",19.1299,73.0147
157.32.97.0,157.32.97.255,AS,IN,Gujarat,Padra,22.2398,73.0845
157.32.98.0,157.32.98.255,AS,IN,Gujarat,Surat,21.1959,72.8302
157.32.99.0,157.32.99.255,AS,IN,Maharashtra,"Navi Mumbai",19.1299,73.0147
157.32.100.0,157.32.100.191,AS,IN,Gujarat,Vapi,20.3717,72.9049
157.32.100.192,157.32.101.255,AS,IN,Gujarat,Surat,21.1959,72.8302
157.32.102.0,157.32.102.255,AS,IN,Gujarat,Valsād,20.6101,72.9343
157.32.103.0,157.32.103.127,AS,IN,Gujarat,Kapadvanj,23.023,73.0711
157.32.103.128,157.32.106.55,AS,IN,Maharashtra,"Navi Mumbai",19.1299,73.0147
157.32.106.56,157.32.106.195,AS,IN,Gujarat,Surat,21.1959,72.8302
157.32.106.196,157.32.108.255,AS,IN,Maharashtra,"Navi Mumbai",19.1299,73.0147
157.32.109.0,157.32.109.255,AS,IN,Gujarat,Surat,21.1959,72.8302
157.32.110.0,157.32.110.255,AS,IN,Gujarat,Rajkot,22.2916,70.7932
157.32.111.0,157.32.111.255,AS,IN,Maharashtra,"Navi Mumbai",19.1299,73.0147
157.32.112.0,157.32.112.111,AS,IN,Gujarat,Surat,21.1959,72.8302
157.32.112.112,157.32.113.255,AS,IN,Maharashtra,"Navi Mumbai",19.1299,73.0147
157.32.114.0,157.32.114.255,AS,IN,Maharashtra,Dāhānu,19.9678,72.7126
157.32.115.0,157.32.116.255,AS,IN,Gujarat,Surat,21.1959,72.8302
157.32.117.0,157.32.117.255,AS,IN,Maharashtra,"Navi Mumbai",19.1299,73.0147
157.32.118.0,157.32.119.255,AS,IN,Gujarat,Surat,21.1959,72.8302
157.32.120.0,157.32.120.255,AS,IN,Gujarat,Valsād,20.6101,72.9343
157.32.121.0,157.32.122.191,AS,IN,Maharashtra,"Navi Mumbai",19.1299,73.0147
157.32.122.192,157.32.122.255,AS,IN,Maharashtra,Dāhānu,19.9678,72.7126
157.32.123.0,157.32.124.255,AS,IN,Maharashtra,"Navi Mumbai",19.1299,73.0147
157.32.125.0,157.32.125.255,AS,IN,Gujarat,Surat,21.1959,72.8302
157.32.126.0,157.32.126.255,AS,IN,Maharashtra,Dāhānu,19.9678,72.7126
157.32.127.0,157.32.127.255,AS,IN,Gujarat,Surat,21.1959,72.8302
157.32.128.0,157.32.128.255,AS,IN,Gujarat,Gondal,21.9607,70.8026
157.32.129.0,157.32.130.31,AS,IN,Gujarat,Chotila,22.2587,71.1924
157.32.130.32,157.32.130.255,AS,IN,Gujarat,Sarkhej,22.983,72.502
157.32.131.0,157.32.131.255,AS,IN,Gujarat,Surendranagar,22.7271,71.6486
157.32.132.0,157.32.132.255,AS,IN,Gujarat,Ahmedabad,23.0258,72.5873
157.32.133.0,157.32.133.255,AS,IN,Gujarat,Dhrāngadhra,22.9917,71.4679
157.32.134.0,157.32.135.39,AS,IN,Gujarat,Chotila,22.2587,71.1924
157.32.135.40,157.32.135.255,AS,IN,Gujarat,Limbdi,22.5651,71.8108
157.32.136.0,157.32.136.255,AS,IN,Maharashtra,Dāhānu,19.9678,72.7126
157.32.137.0,157.32.138.27,AS,IN,Gujarat,Chotila,22.2587,71.1924
157.32.138.28,157.32.138.255,AS,IN,Gujarat,Bhavnagar,21.7629,72.1533
157.32.139.0,157.32.139.255,AS,IN,Gujarat,Verāval,20.9077,70.3679
157.32.140.0,157.32.140.255,AS,IN,Gujarat,Surat,21.1959,72.8302
157.32.141.0,157.32.141.255,AS,IN,Gujarat,Surendranagar,22.7271,71.6486
157.32.142.0,157.32.142.255,AS,IN,Gujarat,Chotila,22.2587,71.1924
157.32.143.0,157.32.143.255,AS,IN,Gujarat,Sarkhej,22.983,72.502
157.32.144.0,157.32.144.255,AS,IN,Gujarat,Sojītra,22.5388,72.7198
157.32.145.0,157.32.146.255,AS,IN,Gujarat,Adalaj,23.1645,72.5811
157.32.147.0,157.32.148.255,AS,IN,Gujarat,Chotila,22.2587,71.1924
157.32.149.0,157.32.149.255,AS,IN,Gujarat,Olpād,21.3365,72.7516
157.32.150.0,157.32.150.255,AS,IN,Gujarat,Anand,22.5525,72.9552
157.32.151.0,157.32.151.255,AS,IN,Gujarat,Adalaj,23.1645,72.5811
157.32.152.0,157.32.153.63,AS,IN,Gujarat,Chotila,22.2587,71.1924
157.32.153.64,157.32.153.255,AS,IN,Gujarat,Bhuj,23.254,69.6693
157.32.154.0,157.32.155.255,AS,IN,Gujarat,Adalaj,23.1645,72.5811
157.32.156.0,157.32.156.191,AS,IN,Gujarat,Kapadvanj,23.023,73.0711
157.32.156.192,157.32.157.255,AS,IN,Gujarat,Chotila,22.2587,71.1924
157.32.158.0,157.32.158.255,AS,IN,Gujarat,Ahmedabad,23.0258,72.5873
157.32.159.0,157.32.160.95,AS,IN,Gujarat,Chotila,22.2587,71.1924
157.32.160.96,157.32.160.219,AS,IN,Maharashtra,Dāhānu,19.9678,72.7126
157.32.160.220,157.32.161.255,AS,IN,Gujarat,Chotila,22.2587,71.1924
157.32.162.0,157.32.162.255,AS,IN,Gujarat,Bhavnagar,21.7629,72.1533
157.32.163.0,157.32.164.175,AS,IN,Gujarat,Chotila,22.2587,71.1924
157.32.164.176,157.32.164.255,AS,IN,Maharashtra,Dāhānu,19.9678,72.7126
157.32.165.0,157.32.165.255,AS,IN,Gujarat,Surat,21.1959,72.8302
157.32.166.0,157.32.167.39,AS,IN,Gujarat,Chotila,22.2587,71.1924
157.32.167.40,157.32.167.255,AS,IN,Gujarat,Anand,22.5525,72.9552
157.32.168.0,157.32.168.255,AS,IN,Gujarat,Padra,22.2398,73.0845
157.32.169.0,157.32.169.255,AS,IN,Gujarat,Rajkot,22.2916,70.7932
157.32.170.0,157.32.170.255,AS,IN,Gujarat,Surat,21.1959,72.8302
157.32.171.0,157.32.171.255,AS,IN,Gujarat,Chotila,22.2587,71.1924
157.32.172.0,157.32.172.255,AS,IN,Gujarat,Adalaj,23.1645,72.5811
157.32.173.0,157.32.173.255,AS,IN,Gujarat,Kapadvanj,23.023,73.0711
157.32.174.0,157.32.174.127,AS,IN,Gujarat,Tankāra,22.6562,70.7495
157.32.174.128,157.32.175.255,AS,IN,Gujarat,Surat,21.1959,72.8302
157.32.176.0,157.32.176.255,AS,IN,Gujarat,Ahmedabad,23.0258,72.5873
157.32.177.0,157.32.177.255,AS,IN,Gujarat,Surat,21.1959,72.8302
157.32.178.0,157.32.179.255,AS,IN,Gujarat,Chotila,22.2587,71.1924
157.32.180.0,157.32.180.255,AS,IN,Gujarat,Surat,21.1959,72.8302
157.32.181.0,157.32.181.255,AS,IN,Gujarat,Chotila,22.2587,71.1924
157.32.182.0,157.32.182.191,AS,IN,Gujarat,Bharūch,21.6948,72.9805
157.32.182.192,157.32.184.255,AS,IN,Gujarat,Chotila,22.2587,71.1924
157.32.185.0,157.32.185.255,AS,IN,Gujarat,Adalaj,23.1645,72.5811
157.32.186.0,157.32.186.255,AS,IN,Gujarat,Chotila,22.2587,71.1924
157.32.187.0,157.32.187.255,AS,IN,Gujarat,Surendranagar,22.7271,71.6486
157.32.188.0,157.32.189.35,AS,IN,Gujarat,Chotila,22.2587,71.1924
157.32.189.36,157.32.189.255,AS,IN,Gujarat,Adalaj,23.1645,72.5811
157.32.190.0,157.32.190.255,AS,IN,Gujarat,Jhulasan,23.3286,72.4731
157.32.191.0,157.32.191.255,AS,IN,Gujarat,Kadi,23.2991,72.3336
157.32.192.0,157.32.193.15,AS,IN,Gujarat,Chotila,22.2587,71.1924
157.32.193.16,157.32.194.255,AS,IN,Gujarat,Surat,21.1959,72.8302
157.32.195.0,157.32.195.255,AS,IN,Gujarat,Sarkhej,22.983,72.502
157.32.196.0,157.32.196.255,AS,IN,Gujarat,Chotila,22.2587,71.1924
157.32.197.0,157.32.197.255,AS,IN,Gujarat,Utrān,21.2333,72.8667
157.32.198.0,157.32.198.255,AS,IN,Gujarat,Chotila,22.2587,71.1924
157.32.199.0,157.32.199.255,AS,IN,Gujarat,Jūnāgadh,21.5197,70.4598
157.32.200.0,157.32.200.127,AS,IN,Gujarat,Surat,21.1959,72.8302
157.32.200.128,157.32.201.255,AS,IN,Gujarat,Chotila,22.2587,71.1924
157.32.202.0,157.32.202.255,AS,IN,"Uttar Pradesh",Kasganj,27.8088,78.6458
157.32.203.0,157.32.203.255,AS,IN,Gujarat,Rajkot,22.2916,70.7932
157.32.204.0,157.32.204.255,AS,IN,Gujarat,Ankleshwar,21.6324,72.99
157.32.205.0,157.32.205.255,AS,IN,Gujarat,Sānand,22.9923,72.3818
157.32.206.0,157.32.206.255,AS,IN,Gujarat,Khambhāliya,22.2069,69.6503
157.32.207.0,157.32.209.191,AS,IN,Gujarat,Chotila,22.2587,71.1924
157.32.209.192,157.32.209.223,AS,IN,Gujarat,Himatnagar,23.5989,72.966
157.32.209.224,157.32.210.255,AS,IN,Gujarat,Surat,21.1959,72.8302
157.32.211.0,157.32.211.255,AS,IN,Gujarat,Bhavnagar,21.7629,72.1533
157.32.212.0,157.32.212.255,AS,IN,Gujarat,Borsad,22.4079,72.8982
157.32.213.0,157.32.213.7,AS,IN,Gujarat,Kadi,23.2991,72.3336
157.32.213.8,157.32.214.255,AS,IN,Gujarat,Chotila,22.2587,71.1924
157.32.215.0,157.32.215.255,AS,IN,Gujarat,Ahmedabad,23.0258,72.5873
157.32.216.0,157.32.216.255,AS,IN,Gujarat,Surat,21.1959,72.8302
157.32.217.0,157.32.217.255,AS,IN,Gujarat,Vadodara,22.2994,73.2081
157.32.218.0,157.32.218.255,AS,IN,Gujarat,Surat,21.1959,72.8302
157.32.219.0,157.32.219.255,AS,IN,Gujarat,Chotila,22.2587,71.1924
157.32.220.0,157.32.220.255,AS,IN,Gujarat,Bhavnagar,21.7629,72.1533
157.32.221.0,157.32.221.255,AS,IN,Gujarat,Jūnāgadh,21.5197,70.4598
157.32.222.0,157.32.222.255,AS,IN,Gujarat,Amroli,21.2508,72.8388
157.32.223.0,157.32.223.255,AS,IN,Gujarat,Chotila,22.2587,71.1924
157.32.224.0,157.32.224.255,AS,IN,Gujarat,Amroli,21.2508,72.8388
157.32.225.0,157.32.225.255,AS,IN,Gujarat,Tankāra,22.6562,70.7495
157.32.226.0,157.32.227.111,AS,IN,Gujarat,Chotila,22.2587,71.1924
157.32.227.112,157.32.227.255,AS,IN,Gujarat,Utrān,21.2333,72.8667
157.32.228.0,157.32.228.255,AS,IN,Gujarat,Khambhāliya,22.2069,69.6503
157.32.229.0,157.32.229.255,AS,IN,Gujarat,Ahmedabad,23.0258,72.5873
157.32.230.0,157.32.230.95,AS,IN,Gujarat,Surat,21.1959,72.8302
157.32.230.96,157.32.231.255,AS,IN,Gujarat,Chotila,22.2587,71.1924
157.32.232.0,157.32.232.255,AS,IN,Gujarat,Utrān,21.2333,72.8667
157.32.233.0,157.32.233.255,AS,IN,"Dadra and Nagar Haveli",Āmli,20.2833,73.0167
157.32.234.0,157.32.234.255,AS,IN,Gujarat,Surat,21.1959,72.8302
157.32.235.0,157.32.235.255,AS,IN,Gujarat,Jūnāgadh,21.5197,70.4598
157.32.236.0,157.32.236.255,AS,IN,Gujarat,Vapi,20.3717,72.9049
157.32.237.0,157.32.237.255,AS,IN,Gujarat,Utrān,21.2333,72.8667
157.32.238.0,157.32.238.255,AS,IN,Gujarat,Khambhāliya,22.2069,69.6503
157.32.239.0,157.32.239.255,AS,IN,Gujarat,Chotila,22.2587,71.1924
157.32.240.0,157.32.240.255,AS,IN,Gujarat,Sarkhej,22.983,72.502
157.32.241.0,157.32.241.255,AS,IN,Gujarat,Rājula,21.0385,71.4435
157.32.242.0,157.32.242.255,AS,IN,Gujarat,Surat,21.1959,72.8302
157.32.243.0,157.32.243.255,AS,IN,Gujarat,Sachīn,21.0872,72.8815
157.32.244.0,157.32.244.255,AS,IN,Gujarat,Nadiād,22.6938,72.8616
157.32.245.0,157.32.245.255,AS,IN,Gujarat,Vapi,20.3717,72.9049
157.32.246.0,157.32.246.255,AS,IN,Gujarat,Amroli,21.2508,72.8388
157.32.247.0,157.32.247.255,AS,IN,Gujarat,Chotila,22.2587,71.1924
157.32.248.0,157.32.248.191,AS,IN,Gujarat,Amroli,21.2508,72.8388
157.32.248.192,157.32.249.255,AS,IN,Gujarat,Surat,21.1959,72.8302
157.32.250.0,157.32.250.255,AS,IN,Gujarat,Chotila,22.2587,71.1924
157.32.251.0,157.32.251.255,AS,IN,Gujarat,Adalaj,23.1645,72.5811
157.32.252.0,157.32.252.255,AS,IN,Gujarat,Chotila,22.2587,71.1924
157.32.253.0,157.32.253.255,AS,IN,Gujarat,Kapadvanj,23.023,73.0711
157.32.254.0,157.32.254.255,AS,IN,Gujarat,Sarkhej,22.983,72.502
157.32.255.0,157.32.255.255,AS,IN,Gujarat,Dhāri,21.3286,71.0265
157.33.0.0,157.33.0.255,AS,IN,Maharashtra,"Navi Mumbai",19.1299,73.0147
157.33.1.0,157.33.1.255,AS,IN,Maharashtra,Lohogaon,18.5992,73.927
157.33.2.0,157.33.2.255,AS,IN,Maharashtra,Pune,18.5196,73.8553
157.33.3.0,157.33.3.255,AS,IN,Maharashtra,Rājāpur,16.6568,73.517
157.33.4.0,157.33.4.239,AS,IN,Goa,Colovale,15.6352,73.8243
157.33.4.240,157.33.6.27,AS,IN,Maharashtra,"Navi Mumbai",19.1299,73.0147
157.33.6.28,157.33.6.232,AS,IN,Maharashtra,Pimpri,18.6229,73.807
157.33.6.233,157.33.7.255,AS,IN,Maharashtra,"Navi Mumbai",19.1299,73.0147
157.33.8.0,157.33.8.63,AS,IN,Maharashtra,Dehu,18.7185,73.7663
157.33.8.64,157.33.9.255,AS,IN,Maharashtra,Pimpri,18.6229,73.807
157.33.10.0,157.33.10.255,AS,IN,Maharashtra,"Navi Mumbai",19.1299,73.0147
157.33.11.0,157.33.11.255,AS,IN,Maharashtra,Ashta,16.9494,74.4094
157.33.12.0,157.33.13.191,AS,IN,Maharashtra,"Navi Mumbai",19.1299,73.0147
157.33.13.192,157.33.13.255,AS,IN,Maharashtra,Khopoli,18.7856,73.3459
157.33.14.0,157.33.15.47,AS,IN,Maharashtra,"Navi Mumbai",19.1299,73.0147
157.33.15.48,157.33.15.239,AS,IN,Maharashtra,Rājāpur,16.6568,73.517
157.33.15.240,157.33.17.159,AS,IN,Maharashtra,"Navi Mumbai",19.1299,73.0147
157.33.17.160,157.33.17.171,AS,IN,Maharashtra,Aurangabad,19.8776,75.3423
157.33.17.172,157.33.19.47,AS,IN,Maharashtra,"Navi Mumbai",19.1299,73.0147
157.33.19.48,157.33.19.255,AS,IN,Maharashtra,Lohogaon,18.5992,73.927
157.33.20.0,157.33.21.31,AS,IN,Maharashtra,"Navi Mumbai",19.1299,73.0147
157.33.21.32,157.33.21.127,AS,IN,Maharashtra,Rājāpur,16.6568,73.517
157.33.21.128,157.33.23.127,AS,IN,Maharashtra,"Navi Mumbai",19.1299,73.0147
157.33.23.128,157.33.23.255,AS,IN,Maharashtra,Rājāpur,16.6568,73.517
157.33.24.0,157.33.25.15,AS,IN,Maharashtra,"Navi Mumbai",19.1299,73.0147
157.33.25.16,157.33.25.183,AS,IN,Maharashtra,Alibag,18.6481,72.8758
157.33.25.184,157.33.26.223,AS,IN,Maharashtra,"Navi Mumbai",19.1299,73.0147
157.33.26.224,157.33.27.255,AS,IN,Maharashtra,Pimpri,18.6229,73.807
157.33.28.0,157.33.29.31,AS,IN,Maharashtra,"Navi Mumbai",19.1299,73.0147
157.33.29.32,157.33.29.223,AS,IN,Maharashtra,Lohogaon,18.5992,73.927
157.33.29.224,157.33.30.255,AS,IN,Maharashtra,"Navi Mumbai",19.1299,73.0147
157.33.31.0,157.33.31.175,AS,IN,Maharashtra,Lohogaon,18.5992,73.927
157.33.31.176,157.33.33.1,AS,IN,Maharashtra,"Navi Mumbai",19.1299,73.0147
157.33.33.2,157.33.33.245,AS,IN,Maharashtra,Pimpri,18.6229,73.807
157.33.33.246,157.33.34.251,AS,IN,Maharashtra,"Navi Mumbai",19.1299,73.0147
157.33.34.252,157.33.35.191,AS,IN,Maharashtra,Pimpri,18.6229,73.807
157.33.35.192,157.33.36.255,AS,IN,Maharashtra,"Navi Mumbai",19.1299,73.0147
157.33.37.0,157.33.37.191,AS,IN,Maharashtra,Lohogaon,18.5992,73.927
157.33.37.192,157.33.38.255,AS,IN,Maharashtra,Pimpri,18.6229,73.807
157.33.39.0,157.33.40.15,AS,IN,Maharashtra,"Navi Mumbai",19.1299,73.0147
157.33.40.16,157.33.40.255,AS,IN,Maharashtra,Pimpri,18.6229,73.807
157.33.41.0,157.33.42.31,AS,IN,Maharashtra,"Navi Mumbai",19.1299,73.0147
157.33.42.32,157.33.42.255,AS,IN,Maharashtra,Pimpri,18.6229,73.807
157.33.43.0,157.33.44.24,AS,IN,Maharashtra,"Navi Mumbai",19.1299,73.0147
157.33.44.25,157.33.44.245,AS,IN,Goa,Aldona,15.5934,73.8748
157.33.44.246,157.33.45.255,AS,IN,Maharashtra,"Navi Mumbai",19.1299,73.0147
157.33.46.0,157.33.46.249,AS,IN,Goa,Baga,15.5652,73.7552
157.33.46.250,157.33.47.255,AS,IN,Maharashtra,"Navi Mumbai",19.1299,73.0147
157.33.48.0,157.33.48.255,AS,IN,Maharashtra,Pimpri,18.6229,73.807
157.33.49.0,157.33.50.87,AS,IN,Maharashtra,"Navi Mumbai",19.1299,73.0147
157.33.50.88,157.33.50.231,AS,IN,Maharashtra,Alibag,18.6481,72.8758
157.33.50.232,157.33.52.23,AS,IN,Maharashtra,"Navi Mumbai",19.1299,73.0147
157.33.52.24,157.33.52.255,AS,IN,Maharashtra,Junnar,19.2082,73.8752
157.33.53.0,157.33.53.255,AS,IN,Maharashtra,Virār,19.4559,72.8114
157.33.54.0,157.33.55.63,AS,IN,Maharashtra,"Navi Mumbai",19.1299,73.0147
157.33.55.64,157.33.55.255,AS,IN,Maharashtra,Lohogaon,18.5992,73.927
157.33.56.0,157.33.57.11,AS,IN,Maharashtra,"Navi Mumbai",19.1299,73.0147
157.33.57.12,157.33.57.255,AS,IN,Maharashtra,Lohogaon,18.5992,73.927
157.33.58.0,157.33.59.13,AS,IN,Maharashtra,"Navi Mumbai",19.1299,73.0147
157.33.59.14,157.33.59.73,AS,IN,Maharashtra,Pimpri,18.6229,73.807
157.33.59.74,157.33.60.255,AS,IN,Maharashtra,"Navi Mumbai",19.1299,73.0147
157.33.61.0,157.33.61.255,AS,IN,Maharashtra,Jālna,19.841,75.8864
157.33.62.0,157.33.62.255,AS,IN,Maharashtra,"Navi Mumbai",19.1299,73.0147
157.33.63.0,157.33.63.255,AS,IN,Goa,Aldona,15.5934,73.8748
157.33.64.0,157.33.64.255,AS,IN,Maharashtra,Pune,18.5196,73.8553
157.33.65.0,157.33.66.0,AS,IN,Maharashtra,"Navi Mumbai",19.1299,73.0147
157.33.66.1,157.33.66.213,AS,IN,Maharashtra,Pune,18.5196,73.8553
157.33.66.214,157.33.67.255,AS,IN,Maharashtra,"Navi Mumbai",19.1299,73.0147
157.33.68.0,157.33.68.247,AS,IN,Maharashtra,Pimpri,18.6229,73.807
157.33.68.248,157.33.69.223,AS,IN,Maharashtra,"Navi Mumbai",19.1299,73.0147
157.33.69.224,157.33.70.231,AS,IN,Maharashtra,Pimpri,18.6229,73.807
157.33.70.232,157.33.72.39,AS,IN,Maharashtra,"Navi Mumbai",19.1299,73.0147
157.33.72.40,157.33.72.247,AS,IN,Maharashtra,Boisar,19.8036,72.756
157.33.72.248,157.33.73.255,AS,IN,Maharashtra,"Navi Mumbai",19.1299,73.0147
157.33.74.0,157.33.74.187,AS,IN,Maharashtra,Pimpri,18.6229,73.807
157.33.74.188,157.33.76.7,AS,IN,Maharashtra,"Navi Mumbai",19.1299,73.0147
157.33.76.8,157.33.76.199,AS,IN,Maharashtra,Sangamner,19.5678,74.2115
157.33.76.200,157.33.78.63,AS,IN,Maharashtra,"Navi Mumbai",19.1299,73.0147
157.33.78.64,157.33.78.255,AS,IN,Maharashtra,Nashik,19.9973,73.791
157.33.79.0,157.33.80.17,AS,IN,Maharashtra,"Navi Mumbai",19.1299,73.0147
157.33.80.18,157.33.80.255,AS,IN,Maharashtra,Pimpri,18.6229,73.807
157.33.81.0,157.33.81.255,AS,IN,Maharashtra,Lohogaon,18.5992,73.927
157.33.82.0,157.33.82.243,AS,IN,Maharashtra,Virār,19.4559,72.8114
157.33.82.244,157.33.84.55,AS,IN,Maharashtra,"Navi Mumbai",19.1299,73.0147
157.33.84.56,157.33.84.239,AS,IN,Maharashtra,Pimpri,18.6229,73.807
157.33.84.240,157.33.85.255,AS,IN,Maharashtra,"Navi Mumbai",19.1299,73.0147
157.33.86.0,157.33.86.255,AS,IN,Maharashtra,Pimpri,18.6229,73.807
157.33.87.0,157.33.87.239,AS,IN,Maharashtra,Rājāpur,16.6568,73.517
157.33.87.240,157.33.88.255,AS,IN,Maharashtra,"Navi Mumbai",19.1299,73.0147
157.33.89.0,157.33.89.255,AS,IN,Maharashtra,Lohogaon,18.5992,73.927
157.33.90.0,157.33.90.223,AS,IN,Maharashtra,Moram,17.7881,76.4708
157.33.90.224,157.33.91.255,AS,IN,Maharashtra,"Navi Mumbai",19.1299,73.0147
157.33.92.0,157.33.93.15,AS,IN,Maharashtra,Pimpri,18.6229,73.807
157.33.93.16,157.33.94.11,AS,IN,Maharashtra,"Navi Mumbai",19.1299,73.0147
157.33.94.12,157.33.94.243,AS,IN,Maharashtra,Pimpri,18.6229,73.807
157.33.94.244,157.33.95.255,AS,IN,Maharashtra,"Navi Mumbai",19.1299,73.0147
157.33.96.0,157.33.96.255,AS,IN,Maharashtra,Latur,18.3972,76.5678
157.33.97.0,157.33.98.35,AS,IN,Maharashtra,"Navi Mumbai",19.1299,73.0147
157.33.98.36,157.33.98.251,AS,IN,Maharashtra,Shirdi,19.7662,74.4774
157.33.98.252,157.33.101.59,AS,IN,Maharashtra,"Navi Mumbai",19.1299,73.0147
157.33.101.60,157.33.101.151,AS,IN,Maharashtra,Lohogaon,18.5992,73.927
157.33.101.152,157.33.103.11,AS,IN,Maharashtra,"Navi Mumbai",19.1299,73.0147
157.33.103.12,157.33.103.227,AS,IN,Maharashtra,Lohogaon,18.5992,73.927
157.33.103.228,157.33.105.63,AS,IN,Maharashtra,"Navi Mumbai",19.1299,73.0147
157.33.105.64,157.33.105.255,AS,IN,Maharashtra,Rājāpur,16.6568,73.517
157.33.106.0,157.33.106.247,AS,IN,Goa,Colovale,15.6352,73.8243
157.33.106.248,157.33.108.11,AS,IN,Maharashtra,"Navi Mumbai",19.1299,73.0147
157.33.108.12,157.33.108.219,AS,IN,Maharashtra,Pimpri,18.6229,73.807
157.33.108.220,157.33.109.255,AS,IN,Maharashtra,"Navi Mumbai",19.1299,73.0147
157.33.110.0,157.33.110.255,AS,IN,Maharashtra,Pimpri,18.6229,73.807
157.33.111.0,157.33.111.255,AS,IN,Maharashtra,"Navi Mumbai",19.1299,73.0147
157.33.112.0,157.33.112.255,AS,IN,Maharashtra,Pimpri,18.6229,73.807
157.33.113.0,157.33.114.63,AS,IN,Maharashtra,"Navi Mumbai",19.1299,73.0147
157.33.114.64,157.33.114.191,AS,IN,Maharashtra,Pune,18.5196,73.8553
157.33.114.192,157.33.115.255,AS,IN,Maharashtra,Pimpri,18.6229,73.807
157.33.116.0,157.33.117.15,AS,IN,Maharashtra,"Navi Mumbai",19.1299,73.0147
157.33.117.16,157.33.117.255,AS,IN,Goa,Cavelossim,15.1726,73.9419
157.33.118.0,157.33.118.239,AS,IN,Maharashtra,Pimpri,18.6229,73.807
157.33.118.240,157.33.120.31,AS,IN,Maharashtra,"Navi Mumbai",19.1299,73.0147
157.33.120.32,157.33.120.255,AS,IN,Maharashtra,Pimpri,18.6229,73.807
157.33.121.0,157.33.122.31,AS,IN,Maharashtra,"Navi Mumbai",19.1299,73.0147
157.33.122.32,157.33.122.207,AS,IN,Maharashtra,"Shivaji Nagar",18.5302,73.8526
157.33.122.208,157.33.124.15,AS,IN,Maharashtra,"Navi Mumbai",19.1299,73.0147
157.33.124.16,157.33.124.231,AS,IN,Maharashtra,Pimpri,18.6229,73.807
157.33.124.232,157.33.126.23,AS,IN,Maharashtra,"Navi Mumbai",19.1299,73.0147
157.33.126.24,157.33.126.239,AS,IN,Maharashtra,Pimpri,18.6229,73.807
157.33.126.240,157.33.127.255,AS,IN,Maharashtra,"Navi Mumbai",19.1299,73.0147
157.33.128.0,157.33.128.247,AS,IN,Maharashtra,Ambarnath,19.2,73.1667
157.33.128.248,157.33.129.255,AS,IN,Maharashtra,"Navi Mumbai",19.1299,73.0147
157.33.130.0,157.33.130.255,AS,IN,Maharashtra,Roha,18.4369,73.1196
157.33.131.0,157.33.131.255,AS,IN,Maharashtra,"Navi Mumbai",19.1299,73.0147
157.33.132.0,157.33.132.255,AS,IN,Maharashtra,Deolāli,19.944,73.8344
157.33.133.0,157.33.134.23,AS,IN,Maharashtra,"Navi Mumbai",19.1299,73.0147
157.33.134.24,157.33.134.255,AS,IN,Maharashtra,Lohogaon,18.5992,73.927
157.33.135.0,157.33.135.191,AS,IN,Maharashtra,Pimpri,18.6229,73.807
157.33.135.192,157.33.137.31,AS,IN,Maharashtra,"Navi Mumbai",19.1299,73.0147
157.33.137.32,157.33.137.255,AS,IN,Goa,"Vasco da Gama",15.3959,73.8157
157.33.138.0,157.33.139.127,AS,IN,Maharashtra,"Navi Mumbai",19.1299,73.0147
157.33.139.128,157.33.139.255,AS,IN,Maharashtra,Nagpur,21.1463,79.0849
157.33.140.0,157.33.140.255,AS,IN,Maharashtra,Dāhānu,19.9678,72.7126
157.33.141.0,157.33.141.255,AS,IN,Maharashtra,Deolāli,19.944,73.8344
157.33.142.0,157.33.142.255,AS,IN,Maharashtra,Khadki,18.5635,73.8521
157.33.143.0,157.33.144.47,AS,IN,Maharashtra,"Navi Mumbai",19.1299,73.0147
157.33.144.48,157.33.144.255,AS,IN,Maharashtra,Murgūd,16.396,74.1914
