14.0.0.0,14.0.7.255,AS,CN,Guangdong,Guangzhou,23.1322,113.267
14.3.61.0,14.3.61.255,AS,JP,Tokyo,Musashimurayama,35.7424,139.426
14.3.62.0,14.3.63.255,AS,JP,Tokyo,Chiyoda,35.6906,139.77
14.3.64.0,14.3.65.255,AS,JP,Tokyo,Tokyo,35.6895,139.692
14.3.66.0,14.3.67.255,AS,JP,Tokyo,Chiyoda,35.6906,139.77
14.3.68.0,14.3.68.255,AS,JP,Tokyo,Tokyo,35.6895,139.692
14.3.69.0,14.3.69.255,AS,JP,Tokyo,Chōfu,35.6592,139.548
14.3.70.0,14.3.70.255,AS,JP,Tokyo,Chiyoda,35.6906,139.77
14.3.71.0,14.3.71.255,AS,JP,Tokyo,Higashimurayama,35.7546,139.469
14.3.72.0,14.3.72.255,AS,JP,Kanagawa,Kawasaki,35.5206,139.717
14.3.73.0,14.3.73.255,AS,JP,Tokyo,Urayasu,35.6706,139.889
14.3.74.0,14.3.75.255,AS,JP,Tokyo,Chiyoda,35.6906,139.77
14.3.76.0,14.3.76.255,AS,JP,Tokyo,Musashimurayama,35.7424,139.426
14.3.77.0,14.3.83.255,AS,JP,Tokyo,Chiyoda,35.6906,139.77
14.3.84.0,14.3.84.255,AS,JP,Tokyo,Tokyo,35.6895,139.692
14.3.85.0,14.3.87.255,AS,JP,Tokyo,Chiyoda,35.6906,139.77
14.3.88.0,14.3.88.255,AS,JP,Tokyo,Hachiōji,35.6558,139.324
14.3.89.0,14.3.89.255,AS,JP,Tokyo,Tama,35.6436,139.468
14.3.90.0,14.3.93.255,AS,JP,Tokyo,Chiyoda,35.6906,139.77
14.3.94.0,14.3.94.255,AS,JP,Chiba,Yotsukaidō,35.65,140.167
14.3.95.0,14.3.96.223,AS,JP,Tokyo,Chiyoda,35.6906,139.77
14.3.96.224,14.3.97.255,AS,JP,Niigata,Niigata,37.8864,139.006
14.3.98.0,14.3.98.255,AS,JP,Niigata,Niitsu,37.8002,139.122
14.3.99.0,14.3.99.255,AS,JP,Niigata,Yoshida-kasugachō,37.6833,138.883
14.3.100.0,14.3.100.255,AS,JP,Hokkaido,Sapporo,43.0667,141.35
14.3.101.0,14.3.107.255,AS,JP,Tokyo,Chiyoda,35.6906,139.77
14.3.108.0,14.3.108.255,AS,JP,Ehime,Matsuyama,33.8392,132.766
14.3.109.0,14.3.109.255,AS,JP,Tokyo,Tokyo,35.6895,139.692
14.3.110.0,14.3.110.255,AS,JP,Nagano,Matsumoto,36.2333,137.967
14.3.111.0,14.3.114.255,AS,JP,Tokyo,Chiyoda,35.6906,139.77
14.3.115.0,14.3.115.255,AS,JP,Kanagawa,Fujisawa,35.3493,139.477
14.3.116.0,14.3.122.255,AS,JP,Tokyo,Chiyoda,35.6906,139.77
14.3.123.0,14.3.123.255,AS,JP,Hokkaido,Sapporo,43.0667,141.35
14.3.124.0,14.3.128.255,AS,JP,Tokyo,Chiyoda,35.6906,139.77
14.3.129.0,14.3.129.255,AS,JP,Chiba,Ichikawa-minami,35.7263,139.904
14.3.130.0,14.3.130.255,AS,JP,Tokyo,Musashimurayama,35.7424,139.426
14.3.131.0,14.3.134.255,AS,JP,Tokyo,Chiyoda,35.6906,139.77
14.3.135.0,14.3.135.255,AS,JP,Chiba,Ichikawa-minami,35.7263,139.904
14.3.136.0,14.3.136.255,AS,JP,Tokyo,Chiyoda,35.6906,139.77
14.3.137.0,14.3.137.255,AS,JP,Saitama,Shimotoda,35.815,139.685
14.3.138.0,14.3.138.255,AS,JP,Tokyo,Chiyoda,35.6906,139.77
14.3.139.0,14.3.139.255,AS,JP,Tokyo,Tokyo,35.6895,139.692
14.3.140.0,14.3.141.255,AS,JP,Tokyo,Chiyoda,35.6906,139.77
14.3.142.0,14.3.142.255,AS,JP,Tokyo,Musashimurayama,35.7424,139.426
14.3.143.0,14.3.143.255,AS,JP,Tokyo,Tokyo,35.6895,139.692
14.3.144.0,14.3.144.255,AS,JP,Tokyo,Chiyoda,35.6906,139.77
14.3.145.0,14.3.145.255,AS,JP,Tokyo,Tokyo,35.6895,139.692
14.3.146.0,14.3.146.255,AS,JP,Kanagawa,Kawasaki,35.5206,139.717
14.3.147.0,14.3.152.255,AS,JP,Tokyo,Chiyoda,35.6906,139.77
14.3.153.0,14.3.153.255,AS,JP,Tokyo,Urayasu,35.6706,139.889
14.3.154.0,14.3.155.255,AS,JP,Tokyo,Chiyoda,35.6906,139.77
14.3.156.0,14.3.156.255,AS,JP,Tokyo,Urayasu,35.6706,139.889
14.3.157.0,14.3.157.255,AS,JP,Tokyo,Chiyoda,35.6906,139.77
14.3.158.0,14.3.158.255,AS,JP,Chiba,Ichikawa-minami,35.7263,139.904
14.3.159.0,14.3.160.255,AS,JP,Tokyo,Chiyoda,35.6906,139.77
14.3.161.0,14.3.162.255,AS,JP,Tokyo,Tokyo,35.6895,139.692
14.3.163.0,14.3.163.255,AS,JP,Tokyo,Chiyoda,35.6906,139.77
14.3.164.0,14.3.164.255,AS,JP,Saitama,Yashio,35.8226,139.839
14.3.165.0,14.3.166.255,AS,JP,Tokyo,Chiyoda,35.6906,139.77
14.3.167.0,14.3.167.255,AS,JP,Tokyo,Tokyo,35.6895,139.692
14.3.168.0,14.3.171.255,AS,JP,Tokyo,Chiyoda,35.6906,139.77
14.3.172.0,14.3.172.255,AS,JP,Tokyo,Musashimurayama,35.7424,139.426
14.3.173.0,14.3.176.255,AS,JP,Tokyo,Chiyoda,35.6906,139.77
14.3.177.0,14.3.177.255,AS,JP,Kanagawa,Yokohama,35.4333,139.65
14.3.178.0,14.3.178.255,AS,JP,Tokyo,Komae,35.6342,139.575
14.3.179.0,14.3.179.255,AS,JP,Tokyo,Chiyoda,35.6906,139.77
14.3.180.0,14.3.180.255,AS,JP,Kanagawa,Atsugi,35.4427,139.369
14.3.181.0,14.3.181.255,AS,JP,Tokyo,Chiyoda,35.6906,139.77
14.3.182.0,14.3.182.255,AS,JP,Kanagawa,Chigasaki,35.3364,139.404
14.3.183.0,14.3.183.255,AS,JP,Tokyo,Chiyoda,35.6906,139.77
14.3.184.0,14.3.184.255,AS,JP,Chiba,Inzai,35.8348,140.164
14.3.185.0,14.3.185.255,AS,JP,Chiba,Chiba,35.6,140.117
14.3.186.0,14.3.187.255,AS,JP,Tokyo,Chiyoda,35.6906,139.77
14.3.188.0,14.3.188.255,AS,JP,Chiba,Mobara,35.4258,140.296
14.3.189.0,14.3.191.31,AS,JP,Tokyo,Chiyoda,35.6906,139.77
14.3.191.32,14.3.191.255,AS,JP,Chiba,Chiba,35.6,140.117
14.3.192.0,14.3.192.255,AS,JP,Saitama,Warabi,35.8219,139.685
14.3.193.0,14.3.193.255,AS,JP,Tokyo,Chiyoda,35.6906,139.77
14.3.194.0,14.3.194.111,AS,JP,Saitama,Kawagoe,35.9086,139.485
14.3.194.112,14.3.195.255,AS,JP,Tokyo,Chiyoda,35.6906,139.77
14.3.196.0,14.3.196.255,AS,JP,Saitama,Tokorozawa,35.7992,139.469
14.3.197.0,14.3.198.255,AS,JP,Saitama,Yono,35.8833,139.633
14.3.199.0,14.3.200.255,AS,JP,Tokyo,Chiyoda,35.6906,139.77
14.3.201.0,14.3.201.255,AS,JP,Hokkaido,Hakodate,41.7758,140.737
14.3.202.0,14.3.202.255,AS,JP,Hokkaido,Asahikawa,43.7706,142.365
14.3.203.0,14.3.203.255,AS,JP,Tokyo,Chiyoda,35.6906,139.77
14.3.204.0,14.3.205.255,AS,JP,Miyagi,Sendai,38.2667,140.867
14.3.206.0,14.3.208.127,AS,JP,Tokyo,Chiyoda,35.6906,139.77
14.3.208.128,14.3.208.255,AS,JP,Ibaraki,Kamisu,35.8969,140.667
14.3.209.0,14.3.212.255,AS,JP,Tokyo,Chiyoda,35.6906,139.77
14.3.213.0,14.3.213.255,AS,JP,Chiba,Nagareyama,35.8563,139.903
14.3.214.0,14.3.214.255,AS,JP,Tokyo,Chiyoda,35.6906,139.77
14.3.215.0,14.3.215.255,AS,JP,Chiba,Funabashi,35.7013,139.986
14.3.216.0,14.3.216.255,AS,JP,Chiba,Shiroi,35.8,140.067
14.3.217.0,14.3.217.255,AS,JP,Chiba,Ichihara,35.5167,140.083
14.3.218.0,14.3.224.255,AS,JP,Tokyo,Chiyoda,35.6906,139.77
14.3.225.0,14.3.225.255,AS,JP,Saitama,Tokorozawa,35.7992,139.469
14.3.226.0,14.3.226.255,AS,JP,Saitama,Hatogaya-honchō,35.8331,139.742
14.3.227.0,14.3.232.255,AS,JP,Tokyo,Chiyoda,35.6906,139.77
14.3.233.0,14.3.233.255,AS,JP,Saitama,Kazo,36.1167,139.6
14.3.234.0,14.3.235.255,AS,JP,Tokyo,Chiyoda,35.6906,139.77
14.3.236.0,14.3.236.255,AS,JP,Tokyo,Kiyose,35.7795,139.53
14.3.237.0,14.3.237.255,AS,JP,Saitama,Fukiage-fujimi,36.1,139.45
14.3.238.0,14.3.240.255,AS,JP,Tokyo,Chiyoda,35.6906,139.77
14.3.241.0,14.3.241.255,AS,JP,Aomori,Hachinohe,40.5,141.5
14.3.242.0,14.3.242.255,AS,JP,Iwate,Ichinoseki,38.9167,141.133
14.3.243.0,14.3.243.255,AS,JP,Tokyo,Chiyoda,35.6906,139.77
14.3.244.0,14.3.244.255,AS,JP,Yamagata,Sagae,38.3725,140.273
14.3.245.0,14.3.245.255,AS,JP,Fukushima,Nihommatsu,37.5833,140.433
14.3.246.0,14.3.246.255,AS,JP,Tokyo,Chiyoda,35.6906,139.77
14.3.247.0,14.3.247.255,AS,JP,Gunma,Takasaki,36.3333,139.017
14.3.248.0,14.3.248.255,AS,JP,Tokyo,Chiyoda,35.6906,139.77
14.3.249.0,14.3.249.255,AS,JP,Niigata,Kameda-honchō,37.8721,139.11
14.3.250.0,14.3.254.255,AS,JP,Tokyo,Chiyoda,35.6906,139.77
14.3.255.0,14.3.255.255,AS,JP,Niigata,Kameda-honchō,37.8721,139.11
14.4.0.0,14.4.15.255,AS,KR,Seoul,"Seoul (Hangangno 3(sam)-ga)",37.5291,126.961
14.4.16.0,14.4.47.255,AS,KR,Seoul,"Seoul (Hangang-daero)",37.536,126.971
14.4.48.0,14.4.79.255,AS,KR,Seoul,"Seoul (Hangangno 3(sam)-ga)",37.5291,126.961
14.4.80.0,14.4.95.255,AS,KR,Seoul,"Seoul (Hangang-daero)",37.536,126.971
14.4.96.0,14.4.111.255,AS,KR,Seoul,"Seoul (Hangangno 3(sam)-ga)",37.5291,126.961
14.4.112.0,14.4.127.255,AS,KR,Seoul,"Seoul (Hangang-daero)",37.536,126.971
14.4.128.0,14.4.159.255,AS,KR,Seoul,"Seoul (Hangangno 3(sam)-ga)",37.5291,126.961
14.4.160.0,14.4.239.255,AS,KR,Seoul,"Seoul (Hangang-daero)",37.536,126.971
14.4.240.0,14.4.255.255,AS,KR,Seoul,"Seoul (Sowol-ro 2-gil)",37.5543,126.976
14.5.0.0,14.5.15.255,AS,KR,Seoul,"Seoul (Hangang-daero)",37.536,126.971
14.5.16.0,14.5.79.255,AS,KR,Seoul,"Seoul (Hangangno 3(sam)-ga)",37.5291,126.961
14.5.80.0,14.5.95.255,AS,KR,Seoul,"Seoul (Hangang-daero)",37.536,126.971
14.5.96.0,14.5.119.255,AS,KR,Seoul,"Seoul (Hangangno 3(sam)-ga)",37.5291,126.961
14.5.120.0,14.5.120.255,AS,KR,Seoul,Yongsan-dong,37.5445,126.984
14.5.121.0,14.5.143.255,AS,KR,Seoul,"Seoul (Hangangno 3(sam)-ga)",37.5291,126.961
14.5.144.0,14.5.175.255,AS,KR,Seoul,"Seoul (Hangang-daero)",37.536,126.971
14.5.176.0,14.5.255.255,AS,KR,Seoul,"Seoul (Hangangno 3(sam)-ga)",37.5291,126.961
14.6.0.0,14.6.15.255,AS,KR,Seoul,"Seoul (Hangang-daero)",37.536,126.971
14.6.16.0,14.6.63.255,AS,KR,Seoul,"Seoul (Hangangno 3(sam)-ga)",37.5291,126.961
14.6.64.0,14.6.79.255,AS,KR,Seoul,"Seoul (Hangang-daero)",37.536,126.971
14.6.80.0,14.6.95.255,AS,KR,Seoul,"Seoul (Hangangno 3(sam)-ga)",37.5291,126.961
14.6.96.0,14.6.111.255,AS,KR,Seoul,"Seoul (Hangang-daero)",37.536,126.971
14.6.112.0,14.6.127.255,AS,KR,Seoul,"Seoul (Hangangno 3(sam)-ga)",37.5291,126.961
14.6.128.0,14.6.207.255,AS,KR,Seoul,"Seoul (Hangang-daero)",37.536,126.971
14.6.208.0,14.6.255.255,AS,KR,Seoul,"Seoul (Hangangno 3(sam)-ga)",37.5291,126.961
14.7.0.0,14.7.31.255,AS,KR,Seoul,"Seoul (Hangang-daero)",37.536,126.971
14.7.32.0,14.7.63.255,AS,KR,Seoul,"Seoul (Hangangno 3(sam)-ga)",37.5291,126.961
14.7.64.0,14.7.74.255,AS,KR,Seoul,"Seoul (Hangang-daero)",37.536,126.971
14.7.75.0,14.7.75.255,AS,KR,Gyeonggi-do,Kwangmyŏng,37.4772,126.866
14.7.76.0,14.7.79.255,AS,KR,Seoul,"Seoul (Hangang-daero)",37.536,126.971
14.7.80.0,14.7.95.255,AS,KR,Seoul,"Seoul (Hangangno 3(sam)-ga)",37.5291,126.961
14.7.96.0,14.7.111.255,AS,KR,Seoul,"Seoul (Hangang-daero)",37.536,126.971
14.7.112.0,14.7.143.255,AS,KR,Seoul,"Seoul (Hangangno 3(sam)-ga)",37.5291,126.961
14.7.144.0,14.7.159.255,AS,KR,Seoul,"Seoul (Hangang-daero)",37.536,126.971
14.7.160.0,14.7.207.255,AS,KR,Seoul,"Seoul (Hangangno 3(sam)-ga)",37.5291,126.961
14.7.208.0,14.7.223.255,AS,KR,Seoul,"Seoul (Hangang-daero)",37.536,126.971
14.7.224.0,14.7.255.255,AS,KR,Seoul,"Seoul (Hangangno 3(sam)-ga)",37.5291,126.961
14.8.0.0,14.8.0.255,AS,JP,Saitama,Iwatsuki,35.9647,139.696
14.8.1.0,14.8.1.255,AS,JP,Saitama,Ageo,35.9715,139.614
14.8.2.0,14.8.2.255,AS,JP,Saitama,Koshigaya,35.8904,139.789
14.8.3.0,14.8.3.255,AS,JP,Tokyo,Chiyoda,35.6906,139.77
14.8.4.0,14.8.4.255,AS,JP,Saitama,Kitamoto,36.0332,139.538
14.8.5.0,14.8.5.255,AS,JP,Saitama,Yono,35.8833,139.633
14.8.6.0,14.8.6.255,AS,JP,Tokyo,Chiyoda,35.6906,139.77
14.8.7.0,14.8.7.255,AS,JP,Saitama,Hasuda,35.9711,139.649
14.8.8.0,14.8.8.255,AS,JP,Saitama,Kurihashi,36.1333,139.7
14.8.9.0,14.8.9.255,AS,JP,Saitama,Ageo,35.9715,139.614
14.8.10.0,14.8.10.255,AS,JP,Saitama,Koshigaya,35.8904,139.789
14.8.11.0,14.8.11.255,AS,JP,Saitama,Yono,35.8833,139.633
14.8.12.0,14.8.12.255,AS,JP,Saitama,Ageo,35.9715,139.614
14.8.13.0,14.8.13.255,AS,JP,Tokyo,Chiyoda,35.6906,139.77
14.8.14.0,14.8.14.255,AS,JP,Saitama,Hatogaya-honchō,35.8331,139.742
14.8.15.0,14.8.15.255,AS,JP,Tokyo,Chiyoda,35.694,139.754
14.8.16.0,14.8.16.255,AS,JP,Saitama,Hasuda,35.9711,139.649
14.8.17.0,14.8.17.255,AS,JP,Saitama,Warabi,35.8219,139.685
14.8.18.0,14.8.18.255,AS,JP,Saitama,Yoshikawa,35.8923,139.842
14.8.19.0,14.8.19.255,AS,JP,Saitama,Toda,35.8145,139.66
14.8.20.0,14.8.20.255,AS,JP,Saitama,Shimotoda,35.815,139.685
14.8.21.0,14.8.21.255,AS,JP,Saitama,Hatogaya-honchō,35.8331,139.742
14.8.22.0,14.8.22.255,AS,JP,Saitama,Yono,35.8833,139.633
14.8.23.0,14.8.23.255,AS,JP,Tokyo,Chiyoda,35.6906,139.77
14.8.24.0,14.8.24.255,AS,JP,Saitama,Ageo,35.9715,139.614
14.8.25.0,14.8.31.255,AS,JP,Tokyo,Chiyoda,35.6906,139.77
14.8.32.0,14.8.32.191,AS,JP,Saitama,Tokorozawa,35.7992,139.469
14.8.32.192,14.8.33.255,AS,JP,Tokyo,Chiyoda,35.6906,139.77
14.8.34.0,14.8.34.255,AS,JP,Saitama,Tsurugashima,35.96,139.403
14.8.35.0,14.8.35.255,AS,JP,Saitama,Menuma,36.2225,139.382
14.8.36.0,14.8.36.255,AS,JP,Saitama,Kamifukuoka,35.8727,139.514
14.8.37.0,14.8.37.255,AS,JP,Tokyo,Chiyoda,35.6906,139.77
14.8.38.0,14.8.38.255,AS,JP,Saitama,Sakado,35.9569,139.389
14.8.39.0,14.8.39.255,AS,JP,Saitama,Higashi-Matsuyama,36.0333,139.417
14.8.40.0,14.8.40.255,AS,JP,Saitama,Gyōda,36.1407,139.46
14.8.41.0,14.8.41.255,AS,JP,Saitama,Morohongō,35.9356,139.304
14.8.42.0,14.8.43.160,AS,JP,Tokyo,Chiyoda,35.6906,139.77
14.8.43.161,14.8.43.255,AS,JP,Saitama,Fujimino,35.8614,139.515
14.8.44.0,14.8.44.255,AS,JP,Saitama,Hannō,35.8519,139.318
14.8.45.0,14.8.45.255,AS,JP,Saitama,Hidaka,35.9166,139.362
14.8.46.0,14.8.46.255,AS,JP,Saitama,Kawagoe,35.9086,139.485
14.8.47.0,14.8.47.255,AS,JP,Gunma,Fujioka,36.2462,139.072
14.8.48.0,14.8.48.255,AS,JP,Tokyo,Chiyoda,35.6906,139.77
14.8.49.0,14.8.49.255,AS,JP,Saitama,Tsurugashima,35.96,139.403
14.8.50.0,14.8.65.255,AS,JP,Tokyo,Chiyoda,35.6906,139.77
14.8.66.0,14.8.66.255,AS,JP,Gunma,Maebashi,36.4,139.083
14.8.67.0,14.8.67.255,AS,JP,Tokyo,Chiyoda,35.6906,139.77
14.8.68.0,14.8.68.255,AS,JP,Gunma,Tomioka,36.2541,138.898
14.8.69.0,14.8.69.255,AS,JP,Gunma,Kiryū,36.4,139.333
14.8.70.0,14.8.70.255,AS,JP,Gunma,Fujioka,36.2462,139.072
14.8.71.0,14.8.71.255,AS,JP,Gunma,Kanekomachi,36.411,138.996
14.8.72.0,14.8.72.255,AS,JP,Gunma,Ōta,36.3,139.367
14.8.73.0,14.8.74.127,AS,JP,Gunma,Nakanojōmachi,36.5872,138.841
14.8.74.128,14.8.74.255,AS,JP,Gunma,Isesaki,36.3167,139.2
14.8.75.0,14.8.80.255,AS,JP,Tokyo,Chiyoda,35.6906,139.77
14.8.81.0,14.8.81.255,AS,JP,Gunma,Yoshii,36.25,138.983
14.8.82.0,14.8.87.255,AS,JP,Tokyo,Chiyoda,35.6906,139.77
14.8.88.0,14.8.90.255,AS,JP,Tokyo,Chiyoda,35.694,139.754
14.8.91.0,14.8.92.255,AS,JP,Tokyo,Chiyoda,35.6906,139.77
14.8.93.0,14.8.93.255,AS,JP,Tokyo,Chiyoda,35.694,139.754
14.8.94.0,14.8.95.255,AS,JP,Tokyo,Chiyoda,35.6906,139.77
14.8.96.0,14.8.96.255,AS,JP,Nagano,Nagano,36.65,138.183
14.8.97.0,14.8.97.255,AS,JP,Nagano,Suzaka,36.65,138.317
14.8.98.0,14.8.98.255,AS,JP,Nagano,Azumino,36.2882,137.887
14.8.99.0,14.8.99.127,AS,JP,Nagano,Okaya,36.0566,138.045
14.8.99.128,14.8.100.255,AS,JP,Nagano,Iida,35.5196,137.821
14.8.101.0,14.8.101.255,AS,JP,Nagano,Suzaka,36.65,138.317
14.8.102.0,14.8.102.255,AS,JP,Nagano,Matsumoto,36.2333,137.967
14.8.103.0,14.8.103.255,AS,JP,Nagano,Ina,35.8276,137.954
14.8.104.0,14.8.104.255,AS,JP,Nagano,Ueda,36.4026,138.282
14.8.105.0,14.8.105.255,AS,JP,Nagano,Saku,36.2167,138.483
14.8.106.0,14.8.106.255,AS,JP,Nagano,Matsumoto,36.2333,137.967
14.8.107.0,14.8.107.255,AS,JP,Nagano,Ueda,36.4026,138.282
14.8.108.0,14.8.111.255,AS,JP,Tokyo,Chiyoda,35.6906,139.77
14.8.112.0,14.8.112.255,AS,JP,Nagano,Suzaka,36.65,138.317
14.8.113.0,14.8.113.255,AS,JP,Nagano,Chino,35.9944,138.154
14.8.114.0,14.8.114.255,AS,JP,Nagano,Ueda,36.4026,138.282
14.8.115.0,14.8.115.255,AS,JP,Nagano,Iida,35.5196,137.821
14.8.116.0,14.8.117.255,AS,JP,Tokyo,Chiyoda,35.694,139.754
14.8.118.0,14.8.119.255,AS,JP,Tokyo,Chiyoda,35.6906,139.77
14.8.120.0,14.8.120.255,AS,JP,Tokyo,Chiyoda,35.694,139.754
14.8.121.0,14.8.127.255,AS,JP,Tokyo,Chiyoda,35.6906,139.77
14.8.128.0,14.8.128.191,AS,JP,Niigata,Niigata,37.8864,139.006
14.8.128.192,14.8.129.255,AS,JP,Niigata,Kameda-honchō,37.8721,139.11
14.8.130.0,14.8.130.255,AS,JP,Niigata,Jōetsu,37.1483,138.236
14.8.131.0,14.8.131.255,AS,JP,Tokyo,Chiyoda,35.6906,139.77
14.8.132.0,14.8.132.255,AS,JP,Niigata,Jōetsu,37.1483,138.236
14.8.133.0,14.8.133.255,AS,JP,Niigata,Nagaoka,37.45,138.85
14.8.134.0,14.8.134.255,AS,JP,Niigata,Tochio-honchō,37.4764,138.995
14.8.135.0,14.8.135.255,AS,JP,Niigata,Niigata,37.8864,139.006
14.8.136.0,14.8.136.255,AS,JP,Niigata,Ojiya,37.3,138.8
14.8.137.0,14.8.137.255,AS,JP,Niigata,Myoko,37.015,138.273
14.8.138.0,14.8.138.255,AS,JP,Niigata,Uonuma,37.2449,138.962
14.8.139.0,14.8.140.255,AS,JP,Tokyo,Chiyoda,35.6906,139.77
14.8.141.0,14.8.141.255,AS,JP,Niigata,Sanjō,37.6167,138.95
14.8.142.0,14.8.143.255,AS,JP,Tokyo,Chiyoda,35.6906,139.77
14.8.144.0,14.8.144.255,AS,JP,Niigata,Nagaoka,37.45,138.85
14.8.145.0,14.8.145.255,AS,JP,Niigata,Kashiwazaki,37.3667,138.55
14.8.146.0,14.8.146.255,AS,JP,Niigata,Niigata,37.8864,139.006
14.8.147.0,14.8.147.255,AS,JP,Niigata,Niitsu,37.8002,139.122
14.8.148.0,14.8.148.255,AS,JP,Niigata,Maki,37.75,138.883
14.8.149.0,14.8.149.127,AS,JP,Niigata,Kameda-honchō,37.8721,139.11
14.8.149.128,14.8.245.255,AS,JP,Tokyo,Chiyoda,35.6906,139.77
14.8.246.0,14.8.246.255,AS,JP,Tokyo,Chiyoda,35.694,139.754
14.8.247.0,14.8.255.255,AS,JP,Tokyo,Chiyoda,35.6906,139.77
14.9.0.0,14.9.1.255,AS,JP,Miyagi,Sendai,38.2667,140.867
14.9.2.0,14.9.2.255,AS,JP,Miyagi,Rifu,38.3309,140.977
14.9.3.0,14.9.3.255,AS,JP,Miyagi,Tagajō-shi,38.3,141
14.9.4.0,14.9.5.255,AS,JP,Miyagi,Iwanuma,38.1047,140.859
14.9.6.0,14.9.8.63,AS,JP,Miyagi,Sendai,38.2667,140.867
14.9.8.64,14.9.8.255,AS,JP,Miyagi,Kakuda,37.9745,140.772
14.9.9.0,14.9.9.255,AS,JP,Miyagi,Tome,38.7088,141.156
14.9.10.0,14.9.10.255,AS,JP,Miyagi,Natori-shi,38.1667,140.883
14.9.11.0,14.9.11.255,AS,JP,Miyagi,Ōkawara,38.05,140.734
14.9.12.0,14.9.12.255,AS,JP,Miyagi,Tagajō-shi,38.3,141
14.9.13.0,14.9.13.255,AS,JP,Tokyo,Chiyoda,35.6906,139.77
14.9.14.0,14.9.14.255,AS,JP,Miyagi,Tagajō-shi,38.3,141
14.9.15.0,14.9.15.255,AS,JP,Miyagi,Sendai,38.2667,140.867
14.9.16.0,14.9.16.255,AS,JP,Tokyo,Chiyoda,35.6906,139.77
14.9.17.0,14.9.17.255,AS,JP,Ōsaka,Osaka,34.6937,135.502
14.9.18.0,14.9.18.255,AS,JP,Miyagi,Sendai,38.2667,140.867
14.9.19.0,14.9.19.255,AS,JP,Ōsaka,Osaka,34.6937,135.502
14.9.20.0,14.9.20.255,AS,JP,Miyagi,Watari,38.035,140.851
14.9.21.0,14.9.21.255,AS,JP,Miyagi,Sendai,38.2667,140.867
14.9.22.0,14.9.22.255,AS,JP,Miyagi,Tagajō-shi,38.3,141
14.9.23.0,14.9.23.255,AS,JP,Ōsaka,Osaka,34.6937,135.502
14.9.24.0,14.9.24.255,AS,JP,Tokyo,Chiyoda,35.6906,139.77
14.9.25.0,14.9.31.255,AS,JP,Ōsaka,Osaka,34.6937,135.502
14.9.32.0,14.9.33.255,AS,JP,Fukushima,Fukushima,37.75,140.467
14.9.34.0,14.9.34.255,AS,JP,Fukushima,Iwaki,37.05,140.883
14.9.35.0,14.9.35.255,AS,JP,Ōsaka,Osaka,34.6937,135.502
14.9.36.0,14.9.36.255,AS,JP,Ibaraki,Kitaibaraki,36.7867,140.749
14.9.37.0,14.9.37.255,AS,JP,Fukushima,Kitakata,37.65,139.867
14.9.38.0,14.9.38.255,AS,JP,Fukushima,Yanagawamachi-saiwaichō,37.85,140.6
14.9.39.0,14.9.39.255,AS,JP,Fukushima,Kitakata,37.65,139.867
14.9.40.0,14.9.40.255,AS,JP,Tokyo,Chiyoda,35.6906,139.77
14.9.41.0,14.9.41.255,AS,JP,Fukushima,Tamura,37.4305,140.603
14.9.42.0,14.9.42.255,AS,JP,Fukushima,Motomiya,37.5139,140.401
14.9.43.0,14.9.43.255,AS,JP,Fukushima,Sōma,37.7928,140.929
14.9.44.0,14.9.47.255,AS,JP,Ōsaka,Osaka,34.6937,135.502
14.9.48.0,14.9.48.255,AS,JP,Fukushima,Aizu-Wakamatsu,37.4914,139.945
14.9.49.0,14.9.49.255,AS,JP,Fukushima,Fukushima,37.75,140.467
14.9.50.0,14.9.50.255,AS,JP,Ōsaka,Osaka,34.6937,135.502
14.9.51.0,14.9.51.127,AS,JP,Fukushima,Date,37.8167,140.5
14.9.51.128,14.9.52.255,AS,JP,Fukushima,Kōriyama,37.4,140.383
14.9.53.0,14.9.54.255,AS,JP,Ōsaka,Osaka,34.6937,135.502
14.9.55.0,14.9.55.255,AS,JP,Tokyo,Chiyoda,35.6906,139.77
14.9.56.0,14.9.59.255,AS,JP,Ōsaka,Osaka,34.6937,135.502
14.9.60.0,14.9.62.255,AS,JP,Tokyo,Chiyoda,35.6906,139.77
14.9.63.0,14.9.64.255,AS,JP,Ōsaka,Osaka,34.6937,135.502
14.9.65.0,14.9.65.255,AS,JP,Iwate,Mizusawa,39.1333,141.133
14.9.66.0,14.9.66.255,AS,JP,Ōsaka,Osaka,34.6937,135.502
14.9.67.0,14.9.67.255,AS,JP,Iwate,Ichinoseki,38.9167,141.133
14.9.68.0,14.9.68.255,AS,JP,Iwate,Hanamaki,39.3833,141.117
14.9.69.0,14.9.69.255,AS,JP,Iwate,Takizawa,39.8028,141.135
14.9.70.0,14.9.70.255,AS,JP,Tokyo,Chiyoda,35.6906,139.77
14.9.71.0,14.9.71.255,AS,JP,Iwate,Ōfunato,39.0717,141.717
14.9.72.0,14.9.72.191,AS,JP,Iwate,Kuji,40.1878,141.769
14.9.72.192,14.9.73.255,AS,JP,Iwate,Morioka,39.7,141.15
14.9.74.0,14.9.75.255,AS,JP,Ōsaka,Osaka,34.6937,135.502
14.9.76.0,14.9.76.255,AS,JP,Tokyo,Chiyoda,35.6906,139.77
14.9.77.0,14.9.77.255,AS,JP,Iwate,Ninohe,40.2908,141.313
14.9.78.0,14.9.79.255,AS,JP,Ōsaka,Osaka,34.6937,135.502
